tag,count
2009-01-09 18:41~18:50,3
2009-01-09 18:51~18:59,1
2009-01-09 19:00~19:10,3
2009-01-09 19:11~19:20,3
2009-01-09 19:21~19:30,3
2009-01-09 19:31~19:40,2
2009-01-09 19:41~19:50,3
2009-01-09 19:51~19:59,6
2009-01-09 20:00~20:10,4
2009-01-09 20:11~20:20,1
2009-01-09 20:21~20:30,2
2009-01-09 20:31~20:40,3
2009-01-09 20:41~20:50,4
2009-01-09 20:51~20:59,2
2009-01-09 21:00~21:10,1
2009-01-09 21:11~21:20,1
2009-01-09 21:21~21:30,4
2009-01-09 21:31~21:40,2
2009-01-09 21:41~21:50,1
2009-01-09 22:00~22:10,1
2009-01-09 22:11~22:20,2
2009-01-09 22:21~22:30,2
2009-01-09 22:31~22:40,2
2009-01-09 22:41~22:50,1
2009-01-09 22:51~22:59,2
2009-01-09 23:00~23:10,1
2009-01-09 23:21~23:30,2
2009-01-09 23:31~23:40,2
2009-01-09 23:51~23:59,1
2009-01-10 00:21~00:30,1
2009-01-10 00:31~00:40,1
2009-01-10 00:51~00:59,3
2009-01-10 01:00~01:10,1
2009-01-10 01:11~01:20,1
2009-01-10 01:21~01:30,2
2009-01-10 01:31~01:40,3
2009-01-10 01:41~01:50,1
2009-01-10 01:51~01:59,1
2009-01-10 02:51~02:59,1
2009-01-10 03:41~03:50,1
2009-01-10 04:00~04:10,1
2009-01-10 05:31~05:40,1
2009-01-10 06:41~06:50,1
2009-01-10 07:41~07:50,1
2009-01-10 08:00~08:10,1
2009-01-10 08:51~08:59,1
2009-01-10 09:00~09:10,2
2009-01-10 09:21~09:30,1
2009-01-10 09:31~09:40,2
2009-01-10 09:41~09:50,6
2009-01-10 09:51~09:59,6
2009-01-10 10:00~10:10,10
2009-01-10 10:11~10:20,9
2009-01-10 10:21~10:30,8
2009-01-10 10:31~10:40,4
2009-01-10 10:41~10:50,6
2009-01-10 10:51~10:59,9
2009-01-10 11:00~11:10,4
2009-01-10 11:11~11:20,10
2009-01-10 11:21~11:30,4
2009-01-10 11:31~11:40,8
2009-01-10 11:41~11:50,14
2009-01-10 11:51~11:59,10
2009-01-10 12:00~12:10,7
2009-01-10 12:11~12:20,9
2009-01-10 12:21~12:30,7
2009-01-10 12:31~12:40,8
2009-01-10 12:41~12:50,6
2009-01-10 12:51~12:59,8
2009-01-10 13:00~13:10,13
2009-01-10 13:11~13:20,13
2009-01-10 13:21~13:30,9
2009-01-10 13:31~13:40,9
2009-01-10 13:41~13:50,14
2009-01-10 13:51~13:59,9
2009-01-10 14:00~14:10,8
2009-01-10 14:11~14:20,13
2009-01-10 14:21~14:30,12
2009-01-10 14:31~14:40,5
2009-01-10 14:41~14:50,3
2009-01-10 14:51~14:59,3
2009-01-10 15:00~15:10,9
2009-01-10 15:11~15:20,5
2009-01-10 15:21~15:30,11
2009-01-10 15:31~15:40,4
2009-01-10 15:41~15:50,4
2009-01-10 15:51~15:59,8
2009-01-10 16:00~16:10,9
2009-01-10 16:11~16:20,4
2009-01-10 16:21~16:30,1
2009-01-10 16:31~16:40,1
2009-01-10 16:41~16:50,1
2009-01-10 16:51~16:59,1
2009-01-10 17:00~17:10,1
2009-01-10 17:21~17:30,2
2009-01-10 17:41~17:50,1
2009-01-10 17:51~17:59,2
2009-01-10 18:00~18:10,5
2009-01-10 18:11~18:20,1
2009-01-10 18:21~18:30,4
2009-01-10 18:31~18:40,5
2009-01-10 18:41~18:50,6
2009-01-10 18:51~18:59,5
2009-01-10 19:00~19:10,6
2009-01-10 19:11~19:20,3
2009-01-10 19:21~19:30,6
2009-01-10 19:31~19:40,4
2009-01-10 19:41~19:50,1
2009-01-10 19:51~19:59,3
2009-01-10 20:00~20:10,5
2009-01-10 20:11~20:20,2
2009-01-10 20:21~20:30,1
2009-01-10 20:31~20:40,2
2009-01-10 20:41~20:50,6
2009-01-10 20:51~20:59,1
2009-01-10 21:11~21:20,1
2009-01-10 21:21~21:30,4
2009-01-10 21:41~21:50,2
2009-01-10 21:51~21:59,2
2009-01-10 22:00~22:10,2
2009-01-10 22:11~22:20,2
2009-01-10 22:21~22:30,3
2009-01-10 22:31~22:40,1
2009-01-10 22:41~22:50,1
2009-01-10 22:51~22:59,1
2009-01-10 23:00~23:10,4
2009-01-10 23:11~23:20,2
2009-01-10 23:21~23:30,1
2009-01-10 23:31~23:40,2
2009-01-10 23:41~23:50,1
2009-01-11 00:00~00:10,2
2009-01-11 00:11~00:20,1
2009-01-11 00:21~00:30,4
2009-01-11 00:31~00:40,1
2009-01-11 00:41~00:50,1
2009-01-11 01:11~01:20,3
2009-01-11 01:21~01:30,1
2009-01-11 01:41~01:50,2
2009-01-11 02:00~02:10,1
2009-01-11 02:11~02:20,2
2009-01-11 03:00~03:10,3
2009-01-11 06:41~06:50,1
2009-01-11 07:00~07:10,1
2009-01-11 08:21~08:30,3
2009-01-11 08:41~08:50,1
2009-01-11 08:51~08:59,1
2009-01-11 09:00~09:10,1
2009-01-11 09:11~09:20,1
2009-01-11 09:31~09:40,2
2009-01-11 09:41~09:50,7
2009-01-11 09:51~09:59,7
2009-01-11 10:00~10:10,7
2009-01-11 10:11~10:20,8
2009-01-11 10:21~10:30,9
2009-01-11 10:31~10:40,4
2009-01-11 10:41~10:50,9
2009-01-11 10:51~10:59,8
2009-01-11 11:00~11:10,9
2009-01-11 11:11~11:20,7
2009-01-11 11:21~11:30,7
2009-01-11 11:31~11:40,8
2009-01-11 11:41~11:50,2
2009-01-11 11:51~11:59,16
2009-01-11 12:00~12:10,11
2009-01-11 12:11~12:20,6
2009-01-11 12:21~12:30,4
2009-01-11 12:31~12:40,10
2009-01-11 12:41~12:50,12
2009-01-11 12:51~12:59,6
2009-01-11 13:00~13:10,9
2009-01-11 13:11~13:20,7
2009-01-11 13:21~13:30,11
2009-01-11 13:31~13:40,4
2009-01-11 13:41~13:50,3
2009-01-11 13:51~13:59,10
2009-01-11 14:00~14:10,6
2009-01-11 14:11~14:20,8
2009-01-11 14:21~14:30,2
2009-01-11 14:31~14:40,7
2009-01-11 14:41~14:50,4
2009-01-11 14:51~14:59,5
2009-01-11 15:00~15:10,1
2009-01-11 15:11~15:20,3
2009-01-11 15:21~15:30,3
2009-01-11 15:31~15:40,2
2009-01-11 15:41~15:50,2
2009-01-11 15:51~15:59,5
2009-01-11 16:00~16:10,5
2009-01-11 16:11~16:20,7
2009-01-11 16:21~16:30,5
2009-01-11 16:31~16:40,4
2009-01-11 16:41~16:50,1
2009-01-11 16:51~16:59,2
2009-01-11 17:00~17:10,4
2009-01-11 17:11~17:20,2
2009-01-11 17:41~17:50,2
2009-01-11 18:00~18:10,4
2009-01-11 18:11~18:20,3
2009-01-11 18:21~18:30,1
2009-01-11 18:41~18:50,3
2009-01-11 18:51~18:59,1
2009-01-11 19:00~19:10,3
2009-01-11 19:31~19:40,1
2009-01-11 19:41~19:50,1
2009-01-11 19:51~19:59,2
2009-01-11 20:00~20:10,1
2009-01-11 20:11~20:20,2
2009-01-11 20:31~20:40,6
2009-01-11 21:11~21:20,1
2009-01-11 21:31~21:40,1
2009-01-11 21:41~21:50,1
2009-01-11 21:51~21:59,1
2009-01-11 22:00~22:10,1
2009-01-11 22:11~22:20,1
2009-01-11 22:21~22:30,2
2009-01-11 22:41~22:50,1
2009-01-11 22:51~22:59,1
2009-01-11 23:00~23:10,1
2009-01-11 23:21~23:30,1
2009-01-11 23:31~23:40,1
2009-01-11 23:41~23:50,1
2009-01-11 23:51~23:59,1
2009-01-12 00:31~00:40,1
2009-01-12 01:11~01:20,1
2009-01-12 01:41~01:50,1
2009-01-12 01:51~01:59,1
2009-01-12 02:41~02:50,1
2009-01-12 03:11~03:20,1
2009-01-12 06:31~06:40,1
2009-01-12 07:00~07:10,1
2009-01-12 07:51~07:59,2
2009-01-12 08:00~08:10,1
2009-01-12 08:11~08:20,1
2009-01-12 08:21~08:30,1
2009-01-12 08:31~08:40,1
2009-01-12 09:11~09:20,3
2009-01-12 09:21~09:30,3
2009-01-12 09:31~09:40,2
2009-01-12 09:41~09:50,4
2009-01-12 09:51~09:59,5
2009-01-12 10:00~10:10,7
2009-01-12 10:11~10:20,1
2009-01-12 10:21~10:30,5
2009-01-12 10:31~10:40,4
2009-01-12 10:41~10:50,7
2009-01-12 10:51~10:59,4
2009-01-12 11:00~11:10,4
2009-01-12 11:11~11:20,3
2009-01-12 11:21~11:30,4
2009-01-12 11:31~11:40,2
2009-01-12 11:41~11:50,2
2009-01-12 11:51~11:59,6
2009-01-12 12:00~12:10,3
2009-01-12 12:11~12:20,2
2009-01-12 12:21~12:30,4
2009-01-12 12:31~12:40,4
2009-01-12 12:41~12:50,4
2009-01-12 13:00~13:10,4
2009-01-12 13:11~13:20,3
2009-01-12 13:21~13:30,1
2009-01-12 13:31~13:40,4
2009-01-12 13:41~13:50,3
2009-01-12 13:51~13:59,2
2009-01-12 14:00~14:10,3
2009-01-12 14:11~14:20,4
2009-01-12 14:21~14:30,2
2009-01-12 14:31~14:40,4
2009-01-12 14:41~14:50,5
2009-01-12 14:51~14:59,2
2009-01-12 15:00~15:10,4
2009-01-12 15:11~15:20,2
2009-01-12 15:21~15:30,2
2009-01-12 15:31~15:40,3
2009-01-12 15:41~15:50,1
2009-01-12 15:51~15:59,3
2009-01-12 16:00~16:10,6
2009-01-12 16:11~16:20,4
2009-01-12 16:21~16:30,4
2009-01-12 16:31~16:40,1
2009-01-12 16:41~16:50,3
2009-01-12 16:51~16:59,2
2009-01-12 17:00~17:10,3
2009-01-12 17:11~17:20,3
2009-01-12 17:21~17:30,1
2009-01-12 17:31~17:40,2
2009-01-12 17:41~17:50,2
2009-01-12 17:51~17:59,2
2009-01-12 18:00~18:10,4
2009-01-12 18:11~18:20,3
2009-01-12 18:21~18:30,2
2009-01-12 18:41~18:50,5
2009-01-12 18:51~18:59,2
2009-01-12 19:00~19:10,3
2009-01-12 19:11~19:20,10
2009-01-12 19:21~19:30,4
2009-01-12 19:31~19:40,5
2009-01-12 19:41~19:50,3
2009-01-12 19:51~19:59,7
2009-01-12 20:00~20:10,1
2009-01-12 20:11~20:20,3
2009-01-12 20:31~20:40,2
2009-01-12 20:41~20:50,1
2009-01-12 21:00~21:10,4
2009-01-12 21:21~21:30,1
2009-01-12 21:31~21:40,2
2009-01-12 21:51~21:59,3
2009-01-12 22:00~22:10,4
2009-01-12 22:11~22:20,2
2009-01-12 22:31~22:40,1
2009-01-12 23:00~23:10,1
2009-01-12 23:11~23:20,2
2009-01-12 23:31~23:40,1
2009-01-13 00:11~00:20,1
2009-01-13 01:00~01:10,1
2009-01-13 03:41~03:50,1
2009-01-13 06:00~06:10,1
2009-01-13 06:41~06:50,1
2009-01-13 07:00~07:10,1
2009-01-13 07:31~07:40,1
2009-01-13 07:41~07:50,1
2009-01-13 08:21~08:30,3
2009-01-13 08:51~08:59,1
2009-01-13 09:00~09:10,4
2009-01-13 09:11~09:20,2
2009-01-13 09:21~09:30,2
2009-01-13 09:31~09:40,5
2009-01-13 09:41~09:50,5
2009-01-13 09:51~09:59,3
2009-01-13 10:00~10:10,3
2009-01-13 10:11~10:20,1
2009-01-13 10:21~10:30,1
2009-01-13 10:31~10:40,3
2009-01-13 10:41~10:50,2
2009-01-13 10:51~10:59,2
2009-01-13 11:00~11:10,1
2009-01-13 11:11~11:20,7
2009-01-13 11:21~11:30,2
2009-01-13 11:31~11:40,7
2009-01-13 11:41~11:50,3
2009-01-13 11:51~11:59,2
2009-01-13 12:00~12:10,3
2009-01-13 12:11~12:20,2
2009-01-13 12:21~12:30,3
2009-01-13 12:31~12:40,3
2009-01-13 12:41~12:50,1
2009-01-13 12:51~12:59,2
2009-01-13 13:00~13:10,2
2009-01-13 13:11~13:20,4
2009-01-13 13:21~13:30,3
2009-01-13 13:31~13:40,2
2009-01-13 13:41~13:50,5
2009-01-13 14:00~14:10,1
2009-01-13 14:11~14:20,2
2009-01-13 14:21~14:30,5
2009-01-13 14:31~14:40,4
2009-01-13 14:41~14:50,2
2009-01-13 14:51~14:59,3
2009-01-13 15:00~15:10,2
2009-01-13 15:11~15:20,3
2009-01-13 15:21~15:30,4
2009-01-13 15:31~15:40,5
2009-01-13 15:41~15:50,3
2009-01-13 15:51~15:59,1
2009-01-13 16:00~16:10,2
2009-01-13 16:11~16:20,4
2009-01-13 16:21~16:30,3
2009-01-13 16:31~16:40,1
2009-01-13 16:41~16:50,3
2009-01-13 16:51~16:59,2
2009-01-13 17:00~17:10,5
2009-01-13 17:11~17:20,1
2009-01-13 17:21~17:30,3
2009-01-13 17:31~17:40,3
2009-01-13 17:41~17:50,5
2009-01-13 17:51~17:59,2
2009-01-13 18:00~18:10,2
2009-01-13 18:11~18:20,3
2009-01-13 18:21~18:30,1
2009-01-13 18:31~18:40,2
2009-01-13 18:41~18:50,8
2009-01-13 18:51~18:59,3
2009-01-13 19:00~19:10,3
2009-01-13 19:21~19:30,3
2009-01-13 19:31~19:40,5
2009-01-13 19:41~19:50,3
2009-01-13 19:51~19:59,2
2009-01-13 20:00~20:10,3
2009-01-13 20:11~20:20,4
2009-01-13 20:21~20:30,3
2009-01-13 20:31~20:40,2
2009-01-13 20:41~20:50,4
2009-01-13 20:51~20:59,1
2009-01-13 21:00~21:10,4
2009-01-13 21:11~21:20,1
2009-01-13 21:21~21:30,5
2009-01-13 21:31~21:40,2
2009-01-13 21:41~21:50,2
2009-01-13 21:51~21:59,2
2009-01-13 22:00~22:10,2
2009-01-13 22:11~22:20,3
2009-01-13 22:21~22:30,1
2009-01-13 22:31~22:40,1
2009-01-13 22:41~22:50,1
2009-01-13 23:00~23:10,3
2009-01-13 23:21~23:30,1
2009-01-13 23:41~23:50,1
2009-01-13 23:51~23:59,1
2009-01-14 00:00~00:10,1
2009-01-14 00:21~00:30,1
2009-01-14 00:41~00:50,1
2009-01-14 00:51~00:59,1
2009-01-14 04:31~04:40,1
2009-01-14 06:21~06:30,1
2009-01-14 06:31~06:40,2
2009-01-14 07:11~07:20,1
2009-01-14 07:21~07:30,2
2009-01-14 07:41~07:50,1
2009-01-14 08:31~08:40,1
2009-01-14 08:41~08:50,3
2009-01-14 08:51~08:59,1
2009-01-14 09:21~09:30,1
2009-01-14 09:31~09:40,2
2009-01-14 09:41~09:50,4
2009-01-14 09:51~09:59,1
2009-01-14 10:00~10:10,3
2009-01-14 10:11~10:20,7
2009-01-14 10:21~10:30,3
2009-01-14 10:31~10:40,2
2009-01-14 10:41~10:50,3
2009-01-14 10:51~10:59,7
2009-01-14 11:00~11:10,7
2009-01-14 11:11~11:20,2
2009-01-14 11:21~11:30,5
2009-01-14 11:31~11:40,3
2009-01-14 11:41~11:50,4
2009-01-14 11:51~11:59,7
2009-01-14 12:00~12:10,1
2009-01-14 12:11~12:20,8
2009-01-14 12:21~12:30,9
2009-01-14 12:31~12:40,9
2009-01-14 12:41~12:50,6
2009-01-14 12:51~12:59,4
2009-01-14 13:00~13:10,6
2009-01-14 13:11~13:20,2
2009-01-14 13:21~13:30,4
2009-01-14 13:31~13:40,2
2009-01-14 13:41~13:50,4
2009-01-14 13:51~13:59,2
2009-01-14 14:00~14:10,6
2009-01-14 14:11~14:20,2
2009-01-14 14:21~14:30,1
2009-01-14 14:31~14:40,7
2009-01-14 14:41~14:50,3
2009-01-14 14:51~14:59,7
2009-01-14 15:00~15:10,3
2009-01-14 15:11~15:20,6
2009-01-14 15:21~15:30,6
2009-01-14 15:31~15:40,6
2009-01-14 15:41~15:50,2
2009-01-14 15:51~15:59,4
2009-01-14 16:00~16:10,5
2009-01-14 16:11~16:20,2
2009-01-14 16:21~16:30,4
2009-01-14 16:31~16:40,4
2009-01-14 16:41~16:50,6
2009-01-14 16:51~16:59,4
2009-01-14 17:00~17:10,4
2009-01-14 17:11~17:20,5
2009-01-14 17:21~17:30,3
2009-01-14 17:31~17:40,4
2009-01-14 17:41~17:50,3
2009-01-14 17:51~17:59,7
2009-01-14 18:00~18:10,1
2009-01-14 18:11~18:20,5
2009-01-14 18:21~18:30,2
2009-01-14 18:31~18:40,2
2009-01-14 18:41~18:50,7
2009-01-14 18:51~18:59,3
2009-01-14 19:00~19:10,2
2009-01-14 19:11~19:20,4
2009-01-14 19:21~19:30,7
2009-01-14 19:31~19:40,4
2009-01-14 19:41~19:50,4
2009-01-14 19:51~19:59,5
2009-01-14 20:00~20:10,4
2009-01-14 20:11~20:20,4
2009-01-14 20:21~20:30,6
2009-01-14 20:31~20:40,8
2009-01-14 20:41~20:50,1
2009-01-14 20:51~20:59,2
2009-01-14 21:00~21:10,4
2009-01-14 21:11~21:20,3
2009-01-14 21:21~21:30,1
2009-01-14 21:31~21:40,4
2009-01-14 21:41~21:50,4
2009-01-14 21:51~21:59,4
2009-01-14 22:00~22:10,5
2009-01-14 22:11~22:20,3
2009-01-14 22:21~22:30,2
2009-01-14 22:31~22:40,2
2009-01-14 22:41~22:50,4
2009-01-14 22:51~22:59,5
2009-01-14 23:00~23:10,2
2009-01-14 23:11~23:20,2
2009-01-14 23:31~23:40,1
2009-01-14 23:51~23:59,1
2009-01-15 00:00~00:10,1
2009-01-15 00:21~00:30,1
2009-01-15 01:51~01:59,1
2009-01-15 03:11~03:20,1
2009-01-15 07:00~07:10,1
2009-01-15 07:21~07:30,2
2009-01-15 07:31~07:40,1
2009-01-15 07:41~07:50,2
2009-01-15 08:41~08:50,1
2009-01-15 08:51~08:59,1
2009-01-15 09:00~09:10,3
2009-01-15 09:11~09:20,5
2009-01-15 09:21~09:30,1
2009-01-15 09:31~09:40,2
2009-01-15 09:41~09:50,4
2009-01-15 09:51~09:59,4
2009-01-15 10:00~10:10,3
2009-01-15 10:11~10:20,2
2009-01-15 10:21~10:30,4
2009-01-15 10:31~10:40,5
2009-01-15 10:41~10:50,9
2009-01-15 10:51~10:59,7
2009-01-15 11:00~11:10,8
2009-01-15 11:11~11:20,4
2009-01-15 11:21~11:30,9
2009-01-15 11:31~11:40,7
2009-01-15 11:41~11:50,8
2009-01-15 11:51~11:59,5
2009-01-15 12:00~12:10,4
2009-01-15 12:11~12:20,7
2009-01-15 12:21~12:30,11
2009-01-15 12:31~12:40,7
2009-01-15 12:41~12:50,2
2009-01-15 12:51~12:59,4
2009-01-15 13:00~13:10,3
2009-01-15 13:11~13:20,6
2009-01-15 13:21~13:30,3
2009-01-15 13:31~13:40,5
2009-01-15 13:41~13:50,6
2009-01-15 13:51~13:59,1
2009-01-15 14:00~14:10,2
2009-01-15 14:11~14:20,2
2009-01-15 14:21~14:30,2
2009-01-15 14:41~14:50,5
2009-01-15 14:51~14:59,3
2009-01-15 15:00~15:10,5
2009-01-15 15:11~15:20,3
2009-01-15 15:21~15:30,2
2009-01-15 15:31~15:40,6
2009-01-15 15:41~15:50,12
2009-01-15 15:51~15:59,3
2009-01-15 16:00~16:10,4
2009-01-15 16:11~16:20,1
2009-01-15 16:21~16:30,5
2009-01-15 16:31~16:40,4
2009-01-15 16:41~16:50,3
2009-01-15 17:00~17:10,2
2009-01-15 17:11~17:20,5
2009-01-15 17:21~17:30,1
2009-01-15 17:31~17:40,3
2009-01-15 17:41~17:50,1
2009-01-15 17:51~17:59,5
2009-01-15 18:00~18:10,3
2009-01-15 18:11~18:20,3
2009-01-15 18:21~18:30,5
2009-01-15 18:31~18:40,3
2009-01-15 18:41~18:50,7
2009-01-15 18:51~18:59,4
2009-01-15 19:00~19:10,2
2009-01-15 19:11~19:20,1
2009-01-15 19:21~19:30,7
2009-01-15 19:31~19:40,5
2009-01-15 19:41~19:50,2
2009-01-15 19:51~19:59,3
2009-01-15 20:00~20:10,7
2009-01-15 20:11~20:20,7
2009-01-15 20:21~20:30,2
2009-01-15 20:31~20:40,4
2009-01-15 20:41~20:50,3
2009-01-15 20:51~20:59,1
2009-01-15 21:00~21:10,3
2009-01-15 21:21~21:30,3
2009-01-15 21:31~21:40,2
2009-01-15 21:41~21:50,3
2009-01-15 21:51~21:59,2
2009-01-15 22:00~22:10,3
2009-01-15 22:11~22:20,2
2009-01-15 22:31~22:40,1
2009-01-15 22:41~22:50,3
2009-01-15 22:51~22:59,2
2009-01-15 23:00~23:10,2
2009-01-15 23:11~23:20,2
2009-01-15 23:21~23:30,3
2009-01-15 23:51~23:59,1
2009-01-16 00:11~00:20,2
2009-01-16 00:21~00:30,1
2009-01-16 00:31~00:40,1
2009-01-16 01:31~01:40,1
2009-01-16 01:51~01:59,1
2009-01-16 02:00~02:10,1
2009-01-16 02:51~02:59,1
2009-01-16 04:41~04:50,1
2009-01-16 06:41~06:50,1
2009-01-16 07:31~07:40,1
2009-01-16 07:51~07:59,2
2009-01-16 08:00~08:10,2
2009-01-16 08:21~08:30,2
2009-01-16 08:31~08:40,3
2009-01-16 08:41~08:50,2
2009-01-16 09:00~09:10,5
2009-01-16 09:11~09:20,5
2009-01-16 09:21~09:30,2
2009-01-16 09:31~09:40,2
2009-01-16 09:41~09:50,4
2009-01-16 09:51~09:59,1
2009-01-16 10:00~10:10,5
2009-01-16 10:11~10:20,2
2009-01-16 10:21~10:30,6
2009-01-16 10:31~10:40,8
2009-01-16 10:41~10:50,12
2009-01-16 10:51~10:59,5
2009-01-16 11:00~11:10,6
2009-01-16 11:11~11:20,11
2009-01-16 11:21~11:30,5
2009-01-16 11:31~11:40,7
2009-01-16 11:41~11:50,6
2009-01-16 11:51~11:59,5
2009-01-16 12:00~12:10,8
2009-01-16 12:11~12:20,5
2009-01-16 12:21~12:30,9
2009-01-16 12:31~12:40,10
2009-01-16 12:41~12:50,6
2009-01-16 12:51~12:59,9
2009-01-16 13:00~13:10,2
2009-01-16 13:11~13:20,8
2009-01-16 13:21~13:30,9
2009-01-16 13:31~13:40,5
2009-01-16 13:41~13:50,3
2009-01-16 13:51~13:59,4
2009-01-16 14:00~14:10,4
2009-01-16 14:11~14:20,2
2009-01-16 14:21~14:30,2
2009-01-16 14:31~14:40,3
2009-01-16 14:41~14:50,1
2009-01-16 14:51~14:59,5
2009-01-16 15:00~15:10,7
2009-01-16 15:11~15:20,4
2009-01-16 15:21~15:30,10
2009-01-16 15:31~15:40,4
2009-01-16 15:41~15:50,4
2009-01-16 15:51~15:59,3
2009-01-16 16:00~16:10,2
2009-01-16 16:11~16:20,3
2009-01-16 16:21~16:30,2
2009-01-16 16:31~16:40,4
2009-01-16 16:51~16:59,2
2009-01-16 17:00~17:10,1
2009-01-16 17:11~17:20,4
2009-01-16 17:21~17:30,1
2009-01-16 17:31~17:40,3
2009-01-16 17:41~17:50,2
2009-01-16 18:00~18:10,4
2009-01-16 18:11~18:20,4
2009-01-16 18:21~18:30,1
2009-01-16 18:31~18:40,2
2009-01-16 18:41~18:50,3
2009-01-16 18:51~18:59,2
2009-01-16 19:00~19:10,7
2009-01-16 19:11~19:20,3
2009-01-16 19:21~19:30,9
2009-01-16 19:31~19:40,9
2009-01-16 19:41~19:50,3
2009-01-16 19:51~19:59,2
2009-01-16 20:00~20:10,2
2009-01-16 20:11~20:20,4
2009-01-16 20:31~20:40,1
2009-01-16 20:51~20:59,6
2009-01-16 21:00~21:10,3
2009-01-16 21:11~21:20,2
2009-01-16 21:21~21:30,4
2009-01-16 21:31~21:40,2
2009-01-16 21:41~21:50,14
2009-01-16 21:51~21:59,7
2009-01-16 22:00~22:10,7
2009-01-16 22:11~22:20,9
2009-01-16 22:21~22:30,6
2009-01-16 22:31~22:40,7
2009-01-16 22:41~22:50,5
2009-01-16 22:51~22:59,5
2009-01-16 23:00~23:10,3
2009-01-16 23:11~23:20,3
2009-01-16 23:21~23:30,2
2009-01-16 23:31~23:40,4
2009-01-16 23:41~23:50,1
2009-01-16 23:51~23:59,2
2009-01-17 00:00~00:10,4
2009-01-17 00:21~00:30,2
2009-01-17 00:41~00:50,1
2009-01-17 01:00~01:10,1
2009-01-17 01:21~01:30,1
2009-01-17 01:51~01:59,1
2009-01-17 02:11~02:20,1
2009-01-17 02:21~02:30,1
2009-01-17 02:31~02:40,2
2009-01-17 02:51~02:59,1
2009-01-17 03:41~03:50,1
2009-01-17 04:00~04:10,1
2009-01-17 05:31~05:40,1
2009-01-17 06:11~06:20,1
2009-01-17 07:21~07:30,1
2009-01-17 07:51~07:59,1
2009-01-17 08:00~08:10,2
2009-01-17 08:11~08:20,2
2009-01-17 08:51~08:59,1
2009-01-17 09:00~09:10,2
2009-01-17 09:11~09:20,1
2009-01-17 09:31~09:40,3
2009-01-17 09:41~09:50,8
2009-01-17 09:51~09:59,4
2009-01-17 10:00~10:10,8
2009-01-17 10:11~10:20,13
2009-01-17 10:21~10:30,10
2009-01-17 10:31~10:40,9
2009-01-17 10:41~10:50,14
2009-01-17 10:51~10:59,9
2009-01-17 11:00~11:10,19
2009-01-17 11:11~11:20,13
2009-01-17 11:21~11:30,8
2009-01-17 11:31~11:40,8
2009-01-17 11:41~11:50,4
2009-01-17 11:51~11:59,8
2009-01-17 12:00~12:10,11
2009-01-17 12:11~12:20,11
2009-01-17 12:21~12:30,11
2009-01-17 12:31~12:40,17
2009-01-17 12:41~12:50,11
2009-01-17 12:51~12:59,16
2009-01-17 13:00~13:10,21
2009-01-17 13:11~13:20,17
2009-01-17 13:21~13:30,19
2009-01-17 13:31~13:40,11
2009-01-17 13:41~13:50,18
2009-01-17 13:51~13:59,15
2009-01-17 14:00~14:10,15
2009-01-17 14:11~14:20,13
2009-01-17 14:21~14:30,17
2009-01-17 14:31~14:40,13
2009-01-17 14:41~14:50,17
2009-01-17 14:51~14:59,15
2009-01-17 15:00~15:10,9
2009-01-17 15:11~15:20,16
2009-01-17 15:21~15:30,10
2009-01-17 15:31~15:40,9
2009-01-17 15:41~15:50,5
2009-01-17 15:51~15:59,3
2009-01-17 16:00~16:10,5
2009-01-17 16:11~16:20,3
2009-01-17 16:21~16:30,5
2009-01-17 16:31~16:40,2
2009-01-17 16:41~16:50,3
2009-01-17 16:51~16:59,2
2009-01-17 17:00~17:10,1
2009-01-17 17:11~17:20,4
2009-01-17 17:21~17:30,3
2009-01-17 17:31~17:40,2
2009-01-17 17:41~17:50,1
2009-01-17 17:51~17:59,2
2009-01-17 18:00~18:10,2
2009-01-17 18:11~18:20,2
2009-01-17 18:21~18:30,4
2009-01-17 18:31~18:40,3
2009-01-17 18:41~18:50,2
2009-01-17 18:51~18:59,3
2009-01-17 19:00~19:10,2
2009-01-17 19:11~19:20,3
2009-01-17 19:21~19:30,2
2009-01-17 19:41~19:50,4
2009-01-17 19:51~19:59,4
2009-01-17 20:00~20:10,6
2009-01-17 20:11~20:20,4
2009-01-17 20:21~20:30,4
2009-01-17 20:31~20:40,3
2009-01-17 20:41~20:50,1
2009-01-17 20:51~20:59,1
2009-01-17 21:00~21:10,2
2009-01-17 21:11~21:20,2
2009-01-17 21:21~21:30,3
2009-01-17 21:31~21:40,4
2009-01-17 21:41~21:50,2
2009-01-17 21:51~21:59,2
2009-01-17 22:00~22:10,3
2009-01-17 22:11~22:20,1
2009-01-17 22:21~22:30,2
2009-01-17 22:31~22:40,2
2009-01-17 22:41~22:50,1
2009-01-17 22:51~22:59,2
2009-01-17 23:00~23:10,1
2009-01-17 23:11~23:20,2
2009-01-17 23:21~23:30,2
2009-01-17 23:31~23:40,1
2009-01-17 23:41~23:50,2
2009-01-17 23:51~23:59,2
2009-01-18 00:00~00:10,1
2009-01-18 00:11~00:20,1
2009-01-18 00:21~00:30,1
2009-01-18 00:31~00:40,1
2009-01-18 00:41~00:50,1
2009-01-18 00:51~00:59,3
2009-01-18 01:00~01:10,1
2009-01-18 01:11~01:20,1
2009-01-18 01:21~01:30,1
2009-01-18 01:41~01:50,2
2009-01-18 01:51~01:59,1
2009-01-18 02:00~02:10,2
2009-01-18 02:41~02:50,2
2009-01-18 04:11~04:20,1
2009-01-18 04:31~04:40,2
