tag,count
2009-01-18 04:51~04:59,1
2009-01-18 06:51~06:59,1
2009-01-18 07:11~07:20,1
2009-01-18 07:51~07:59,1
2009-01-18 08:00~08:10,3
2009-01-18 08:11~08:20,1
2009-01-18 09:00~09:10,3
2009-01-18 09:11~09:20,1
2009-01-18 09:21~09:30,1
2009-01-18 09:31~09:40,2
2009-01-18 09:41~09:50,4
2009-01-18 09:51~09:59,7
2009-01-18 10:00~10:10,9
2009-01-18 10:11~10:20,7
2009-01-18 10:21~10:30,8
2009-01-18 10:31~10:40,9
2009-01-18 10:41~10:50,19
2009-01-18 10:51~10:59,7
2009-01-18 11:00~11:10,9
2009-01-18 11:11~11:20,8
2009-01-18 11:21~11:30,12
2009-01-18 11:31~11:40,13
2009-01-18 11:41~11:50,12
2009-01-18 11:51~11:59,18
2009-01-18 12:00~12:10,15
2009-01-18 12:11~12:20,10
2009-01-18 12:21~12:30,10
2009-01-18 12:31~12:40,11
2009-01-18 12:41~12:50,7
2009-01-18 12:51~12:59,13
2009-01-18 13:00~13:10,15
2009-01-18 13:11~13:20,8
2009-01-18 13:21~13:30,10
2009-01-18 13:31~13:40,6
2009-01-18 13:41~13:50,6
2009-01-18 13:51~13:59,7
2009-01-18 14:00~14:10,9
2009-01-18 14:11~14:20,6
2009-01-18 14:21~14:30,4
2009-01-18 14:31~14:40,12
2009-01-18 14:41~14:50,12
2009-01-18 14:51~14:59,8
2009-01-18 15:00~15:10,8
2009-01-18 15:11~15:20,3
2009-01-18 15:21~15:30,6
2009-01-18 15:31~15:40,5
2009-01-18 15:41~15:50,4
2009-01-18 15:51~15:59,6
2009-01-18 16:00~16:10,4
2009-01-18 16:21~16:30,3
2009-01-18 16:31~16:40,3
2009-01-18 16:41~16:50,3
2009-01-18 16:51~16:59,2
2009-01-18 17:00~17:10,5
2009-01-18 17:11~17:20,3
2009-01-18 17:21~17:30,5
2009-01-18 17:31~17:40,2
2009-01-18 17:41~17:50,2
2009-01-18 17:51~17:59,2
2009-01-18 18:00~18:10,1
2009-01-18 18:11~18:20,2
2009-01-18 18:21~18:30,3
2009-01-18 18:31~18:40,2
2009-01-18 18:41~18:50,1
2009-01-18 18:51~18:59,3
2009-01-18 19:00~19:10,3
2009-01-18 19:21~19:30,2
2009-01-18 19:31~19:40,2
2009-01-18 19:41~19:50,1
2009-01-18 19:51~19:59,1
2009-01-18 20:00~20:10,2
2009-01-18 20:11~20:20,1
2009-01-18 20:21~20:30,2
2009-01-18 20:31~20:40,1
2009-01-18 20:41~20:50,4
2009-01-18 20:51~20:59,1
2009-01-18 21:11~21:20,1
2009-01-18 21:21~21:30,2
2009-01-18 21:31~21:40,2
2009-01-18 21:41~21:50,2
2009-01-18 22:00~22:10,1
2009-01-18 22:11~22:20,1
2009-01-18 23:21~23:30,3
2009-01-18 23:31~23:40,2
2009-01-18 23:41~23:50,1
2009-01-19 00:11~00:20,2
2009-01-19 01:11~01:20,1
2009-01-19 01:31~01:40,2
2009-01-19 01:41~01:50,1
2009-01-19 01:51~01:59,1
2009-01-19 02:00~02:10,1
2009-01-19 03:00~03:10,1
2009-01-19 08:00~08:10,1
2009-01-19 08:31~08:40,1
2009-01-19 08:41~08:50,3
2009-01-19 08:51~08:59,1
2009-01-19 09:11~09:20,1
2009-01-19 09:41~09:50,5
2009-01-19 09:51~09:59,7
2009-01-19 10:00~10:10,9
2009-01-19 10:11~10:20,6
2009-01-19 10:21~10:30,13
2009-01-19 10:31~10:40,12
2009-01-19 10:41~10:50,8
2009-01-19 10:51~10:59,3
2009-01-19 11:00~11:10,6
2009-01-19 11:11~11:20,9
2009-01-19 11:21~11:30,11
2009-01-19 11:31~11:40,8
2009-01-19 11:41~11:50,5
2009-01-19 11:51~11:59,9
2009-01-19 12:00~12:10,9
2009-01-19 12:11~12:20,10
2009-01-19 12:21~12:30,7
2009-01-19 12:31~12:40,4
2009-01-19 12:41~12:50,8
2009-01-19 12:51~12:59,7
2009-01-19 13:00~13:10,4
2009-01-19 13:11~13:20,6
2009-01-19 13:21~13:30,4
2009-01-19 13:31~13:40,10
2009-01-19 13:41~13:50,5
2009-01-19 13:51~13:59,6
2009-01-19 14:00~14:10,4
2009-01-19 14:11~14:20,6
2009-01-19 14:21~14:30,8
2009-01-19 14:31~14:40,2
2009-01-19 14:41~14:50,13
2009-01-19 14:51~14:59,5
2009-01-19 15:00~15:10,6
2009-01-19 15:11~15:20,7
2009-01-19 15:21~15:30,14
2009-01-19 15:31~15:40,6
2009-01-19 15:41~15:50,4
2009-01-19 15:51~15:59,4
2009-01-19 16:00~16:10,7
2009-01-19 16:11~16:20,2
2009-01-19 16:31~16:40,3
2009-01-19 16:41~16:50,1
2009-01-19 16:51~16:59,3
2009-01-19 17:00~17:10,2
2009-01-19 17:21~17:30,3
2009-01-19 17:31~17:40,2
2009-01-19 18:00~18:10,2
2009-01-19 18:11~18:20,3
2009-01-19 18:21~18:30,2
2009-01-19 18:31~18:40,2
2009-01-19 18:41~18:50,2
2009-01-19 18:51~18:59,1
2009-01-19 19:11~19:20,2
2009-01-19 19:21~19:30,2
2009-01-19 19:31~19:40,3
2009-01-19 19:41~19:50,1
2009-01-19 19:51~19:59,2
2009-01-19 20:00~20:10,2
2009-01-19 20:11~20:20,2
2009-01-19 20:21~20:30,2
2009-01-19 20:51~20:59,1
2009-01-19 21:00~21:10,1
2009-01-19 21:11~21:20,2
2009-01-19 21:31~21:40,2
2009-01-19 21:41~21:50,1
2009-01-19 21:51~21:59,1
2009-01-19 22:00~22:10,1
2009-01-19 22:11~22:20,2
2009-01-19 22:21~22:30,1
2009-01-19 22:31~22:40,2
2009-01-19 23:11~23:20,2
2009-01-19 23:31~23:40,1
2009-01-19 23:41~23:50,1
2009-01-20 00:31~00:40,1
2009-01-20 01:21~01:30,1
2009-01-20 04:51~04:59,1
2009-01-20 06:21~06:30,1
2009-01-20 07:00~07:10,1
2009-01-20 07:41~07:50,2
2009-01-20 08:00~08:10,2
2009-01-20 08:21~08:30,3
2009-01-20 08:31~08:40,1
2009-01-20 09:00~09:10,1
2009-01-20 09:11~09:20,1
2009-01-20 09:21~09:30,1
2009-01-20 09:31~09:40,2
2009-01-20 09:41~09:50,2
2009-01-20 09:51~09:59,1
2009-01-20 10:00~10:10,2
2009-01-20 10:11~10:20,1
2009-01-20 10:21~10:30,3
2009-01-20 10:31~10:40,8
2009-01-20 10:41~10:50,3
2009-01-20 10:51~10:59,1
2009-01-20 11:00~11:10,6
2009-01-20 11:11~11:20,4
2009-01-20 11:21~11:30,1
2009-01-20 11:31~11:40,3
2009-01-20 11:41~11:50,1
2009-01-20 11:51~11:59,3
2009-01-20 12:00~12:10,3
2009-01-20 12:11~12:20,3
2009-01-20 12:21~12:30,2
2009-01-20 12:31~12:40,2
2009-01-20 12:41~12:50,3
2009-01-20 12:51~12:59,5
2009-01-20 13:11~13:20,9
2009-01-20 13:21~13:30,1
2009-01-20 13:31~13:40,3
2009-01-20 13:51~13:59,4
2009-01-20 14:00~14:10,4
2009-01-20 14:11~14:20,7
2009-01-20 14:21~14:30,2
2009-01-20 14:31~14:40,2
2009-01-20 14:41~14:50,3
2009-01-20 14:51~14:59,4
2009-01-20 15:00~15:10,3
2009-01-20 15:11~15:20,7
2009-01-20 15:21~15:30,4
2009-01-20 15:31~15:40,4
2009-01-20 15:41~15:50,1
2009-01-20 15:51~15:59,7
2009-01-20 16:00~16:10,9
2009-01-20 16:11~16:20,9
2009-01-20 16:21~16:30,15
2009-01-20 16:31~16:40,16
2009-01-20 16:41~16:50,6
2009-01-20 16:51~16:59,2
2009-01-20 17:00~17:10,3
2009-01-20 17:11~17:20,5
2009-01-20 17:21~17:30,5
2009-01-20 17:31~17:40,6
2009-01-20 17:41~17:50,8
2009-01-20 17:51~17:59,8
2009-01-20 18:00~18:10,3
2009-01-20 18:11~18:20,4
2009-01-20 18:21~18:30,13
2009-01-20 18:31~18:40,5
2009-01-20 18:41~18:50,4
2009-01-20 18:51~18:59,3
2009-01-20 19:00~19:10,3
2009-01-20 19:11~19:20,3
2009-01-20 19:21~19:30,8
2009-01-20 19:31~19:40,3
2009-01-20 19:41~19:50,5
2009-01-20 19:51~19:59,5
2009-01-20 20:00~20:10,3
2009-01-20 20:11~20:20,5
2009-01-20 20:21~20:30,2
2009-01-20 20:31~20:40,3
2009-01-20 20:41~20:50,1
2009-01-20 20:51~20:59,1
2009-01-20 21:00~21:10,2
2009-01-20 21:11~21:20,2
2009-01-20 21:21~21:30,3
2009-01-20 21:31~21:40,1
2009-01-20 21:41~21:50,1
2009-01-20 21:51~21:59,1
2009-01-20 22:00~22:10,2
2009-01-20 22:11~22:20,4
2009-01-20 22:21~22:30,1
2009-01-20 22:31~22:40,1
2009-01-20 22:41~22:50,3
2009-01-20 22:51~22:59,3
2009-01-20 23:00~23:10,3
2009-01-20 23:31~23:40,3
2009-01-20 23:51~23:59,1
2009-01-21 00:00~00:10,2
2009-01-21 00:11~00:20,1
2009-01-21 01:00~01:10,1
2009-01-21 01:11~01:20,1
2009-01-21 05:00~05:10,1
2009-01-21 06:41~06:50,1
2009-01-21 07:21~07:30,1
2009-01-21 07:41~07:50,1
2009-01-21 07:51~07:59,2
2009-01-21 08:00~08:10,1
2009-01-21 08:11~08:20,1
2009-01-21 08:31~08:40,3
2009-01-21 08:41~08:50,1
2009-01-21 09:00~09:10,3
2009-01-21 09:11~09:20,1
2009-01-21 09:21~09:30,2
2009-01-21 09:31~09:40,1
2009-01-21 09:41~09:50,3
2009-01-21 10:00~10:10,3
2009-01-21 10:11~10:20,6
2009-01-21 10:21~10:30,3
2009-01-21 10:31~10:40,3
2009-01-21 10:41~10:50,3
2009-01-21 10:51~10:59,4
2009-01-21 11:00~11:10,4
2009-01-21 11:11~11:20,1
2009-01-21 11:21~11:30,5
2009-01-21 11:31~11:40,1
2009-01-21 11:41~11:50,4
2009-01-21 11:51~11:59,3
2009-01-21 12:00~12:10,8
2009-01-21 12:11~12:20,3
2009-01-21 12:21~12:30,2
2009-01-21 12:31~12:40,7
2009-01-21 12:41~12:50,5
2009-01-21 12:51~12:59,4
2009-01-21 13:00~13:10,7
2009-01-21 13:11~13:20,1
2009-01-21 13:21~13:30,7
2009-01-21 13:31~13:40,2
2009-01-21 13:41~13:50,2
2009-01-21 13:51~13:59,5
2009-01-21 14:00~14:10,1
2009-01-21 14:11~14:20,5
2009-01-21 14:21~14:30,3
2009-01-21 14:31~14:40,5
2009-01-21 14:41~14:50,2
2009-01-21 14:51~14:59,2
2009-01-21 15:00~15:10,6
2009-01-21 15:11~15:20,3
2009-01-21 15:21~15:30,8
2009-01-21 15:31~15:40,6
2009-01-21 15:41~15:50,2
2009-01-21 15:51~15:59,3
2009-01-21 16:00~16:10,1
2009-01-21 16:11~16:20,4
2009-01-21 16:21~16:30,2
2009-01-21 16:31~16:40,2
2009-01-21 16:41~16:50,1
2009-01-21 16:51~16:59,3
2009-01-21 17:00~17:10,1
2009-01-21 17:11~17:20,1
2009-01-21 17:21~17:30,3
2009-01-21 17:31~17:40,2
2009-01-21 17:41~17:50,4
2009-01-21 17:51~17:59,3
2009-01-21 18:00~18:10,6
2009-01-21 18:11~18:20,3
2009-01-21 18:21~18:30,6
2009-01-21 18:31~18:40,2
2009-01-21 18:41~18:50,4
2009-01-21 18:51~18:59,7
2009-01-21 19:00~19:10,3
2009-01-21 19:11~19:20,4
2009-01-21 19:21~19:30,7
2009-01-21 19:31~19:40,4
2009-01-21 19:41~19:50,5
2009-01-21 19:51~19:59,5
2009-01-21 20:00~20:10,4
2009-01-21 20:11~20:20,5
2009-01-21 20:21~20:30,3
2009-01-21 20:41~20:50,2
2009-01-21 20:51~20:59,2
2009-01-21 21:00~21:10,3
2009-01-21 21:21~21:30,5
2009-01-21 21:31~21:40,1
2009-01-21 21:41~21:50,2
2009-01-21 21:51~21:59,2
2009-01-21 22:00~22:10,2
2009-01-21 22:11~22:20,2
2009-01-21 22:21~22:30,1
2009-01-21 22:31~22:40,3
2009-01-21 22:41~22:50,1
2009-01-21 22:51~22:59,1
2009-01-21 23:00~23:10,4
2009-01-21 23:11~23:20,1
2009-01-21 23:21~23:30,2
2009-01-21 23:31~23:40,2
2009-01-21 23:41~23:50,2
2009-01-21 23:51~23:59,2
2009-01-22 00:00~00:10,1
2009-01-22 00:11~00:20,3
2009-01-22 00:41~00:50,2
2009-01-22 01:21~01:30,1
2009-01-22 01:31~01:40,1
2009-01-22 05:00~05:10,1
2009-01-22 06:31~06:40,1
2009-01-22 07:11~07:20,1
2009-01-22 07:21~07:30,1
2009-01-22 07:41~07:50,3
2009-01-22 08:00~08:10,1
2009-01-22 08:21~08:30,1
2009-01-22 08:31~08:40,1
2009-01-22 08:41~08:50,1
2009-01-22 08:51~08:59,3
2009-01-22 09:00~09:10,4
2009-01-22 09:11~09:20,2
2009-01-22 09:21~09:30,1
2009-01-22 09:31~09:40,3
2009-01-22 09:51~09:59,5
2009-01-22 10:00~10:10,8
2009-01-22 10:21~10:30,5
2009-01-22 10:31~10:40,5
2009-01-22 10:41~10:50,1
2009-01-22 10:51~10:59,5
2009-01-22 11:00~11:10,3
2009-01-22 11:11~11:20,7
2009-01-22 11:21~11:30,5
2009-01-22 11:31~11:40,1
2009-01-22 11:41~11:50,7
2009-01-22 11:51~11:59,2
2009-01-22 12:00~12:10,4
2009-01-22 12:11~12:20,2
2009-01-22 12:21~12:30,5
2009-01-22 12:31~12:40,1
2009-01-22 12:41~12:50,7
2009-01-22 12:51~12:59,6
2009-01-22 13:00~13:10,7
2009-01-22 13:11~13:20,6
2009-01-22 13:21~13:30,3
2009-01-22 13:31~13:40,3
2009-01-22 13:41~13:50,4
2009-01-22 13:51~13:59,2
2009-01-22 14:00~14:10,4
2009-01-22 14:11~14:20,2
2009-01-22 14:21~14:30,3
2009-01-22 14:31~14:40,3
2009-01-22 14:41~14:50,2
2009-01-22 14:51~14:59,2
2009-01-22 15:00~15:10,2
2009-01-22 15:11~15:20,4
2009-01-22 15:21~15:30,6
2009-01-22 15:31~15:40,3
2009-01-22 15:41~15:50,7
2009-01-22 15:51~15:59,3
2009-01-22 16:00~16:10,3
2009-01-22 16:11~16:20,1
2009-01-22 16:21~16:30,5
2009-01-22 16:31~16:40,3
2009-01-22 16:41~16:50,3
2009-01-22 16:51~16:59,2
2009-01-22 17:00~17:10,2
2009-01-22 17:11~17:20,2
2009-01-22 17:31~17:40,2
2009-01-22 17:41~17:50,7
2009-01-22 17:51~17:59,1
2009-01-22 18:00~18:10,3
2009-01-22 18:11~18:20,2
2009-01-22 18:21~18:30,4
2009-01-22 18:31~18:40,1
2009-01-22 18:41~18:50,6
2009-01-22 18:51~18:59,3
2009-01-22 19:00~19:10,2
2009-01-22 19:11~19:20,5
2009-01-22 19:21~19:30,5
2009-01-22 19:31~19:40,4
2009-01-22 19:41~19:50,1
2009-01-22 19:51~19:59,4
2009-01-22 20:00~20:10,7
2009-01-22 20:41~20:50,5
2009-01-22 20:51~20:59,2
2009-01-22 21:00~21:10,4
2009-01-22 21:11~21:20,4
2009-01-22 21:21~21:30,3
2009-01-22 21:31~21:40,6
2009-01-22 21:41~21:50,5
2009-01-22 21:51~21:59,4
2009-01-22 22:00~22:10,2
2009-01-22 22:11~22:20,2
2009-01-22 22:21~22:30,8
2009-01-22 22:31~22:40,3
2009-01-22 22:41~22:50,2
2009-01-22 22:51~22:59,4
2009-01-22 23:00~23:10,3
2009-01-22 23:11~23:20,4
2009-01-22 23:21~23:30,1
2009-01-22 23:31~23:40,5
2009-01-22 23:41~23:50,2
2009-01-22 23:51~23:59,3
2009-01-23 00:00~00:10,5
2009-01-23 00:11~00:20,1
2009-01-23 00:21~00:30,1
2009-01-23 00:31~00:40,2
2009-01-23 00:41~00:50,2
2009-01-23 01:00~01:10,1
2009-01-23 02:21~02:30,1
2009-01-23 03:00~03:10,1
2009-01-23 03:21~03:30,1
2009-01-23 04:21~04:30,1
2009-01-23 05:11~05:20,1
2009-01-23 06:31~06:40,2
2009-01-23 07:00~07:10,1
2009-01-23 07:31~07:40,1
2009-01-23 07:41~07:50,2
2009-01-23 08:21~08:30,1
2009-01-23 08:31~08:40,2
2009-01-23 08:41~08:50,4
2009-01-23 08:51~08:59,5
2009-01-23 09:00~09:10,3
2009-01-23 09:11~09:20,3
2009-01-23 09:21~09:30,3
2009-01-23 09:31~09:40,2
2009-01-23 09:41~09:50,2
2009-01-23 09:51~09:59,6
2009-01-23 10:00~10:10,9
2009-01-23 10:11~10:20,10
2009-01-23 10:21~10:30,4
2009-01-23 10:31~10:40,3
2009-01-23 10:41~10:50,6
2009-01-23 10:51~10:59,2
2009-01-23 11:00~11:10,7
2009-01-23 11:11~11:20,1
2009-01-23 11:21~11:30,5
2009-01-23 11:31~11:40,6
2009-01-23 11:41~11:50,3
2009-01-23 11:51~11:59,4
2009-01-23 12:00~12:10,3
2009-01-23 12:11~12:20,4
2009-01-23 12:21~12:30,3
2009-01-23 12:31~12:40,6
2009-01-23 12:41~12:50,3
2009-01-23 12:51~12:59,4
2009-01-23 13:00~13:10,7
2009-01-23 13:11~13:20,6
2009-01-23 13:21~13:30,5
2009-01-23 13:31~13:40,4
2009-01-23 13:41~13:50,7
2009-01-23 13:51~13:59,2
2009-01-23 14:00~14:10,6
2009-01-23 14:21~14:30,1
2009-01-23 14:31~14:40,5
2009-01-23 14:41~14:50,3
2009-01-23 14:51~14:59,5
2009-01-23 15:00~15:10,11
2009-01-23 15:11~15:20,3
2009-01-23 15:21~15:30,7
2009-01-23 15:31~15:40,5
2009-01-23 15:41~15:50,9
2009-01-23 15:51~15:59,4
2009-01-23 16:00~16:10,4
2009-01-23 16:11~16:20,2
2009-01-23 16:21~16:30,3
2009-01-23 16:31~16:40,3
2009-01-23 16:41~16:50,1
2009-01-23 16:51~16:59,1
2009-01-23 17:00~17:10,2
2009-01-23 17:11~17:20,3
2009-01-23 17:21~17:30,3
2009-01-23 17:31~17:40,1
2009-01-23 17:41~17:50,1
2009-01-23 17:51~17:59,3
2009-01-23 18:00~18:10,4
2009-01-23 18:11~18:20,2
2009-01-23 18:21~18:30,3
2009-01-23 18:41~18:50,1
2009-01-23 18:51~18:59,1
2009-01-23 19:00~19:10,9
2009-01-23 19:11~19:20,7
2009-01-23 19:21~19:30,6
2009-01-23 19:31~19:40,4
2009-01-23 19:41~19:50,5
2009-01-23 19:51~19:59,5
2009-01-23 20:00~20:10,8
2009-01-23 20:11~20:20,6
2009-01-23 20:21~20:30,4
2009-01-23 20:31~20:40,4
2009-01-23 20:41~20:50,5
2009-01-23 20:51~20:59,3
2009-01-23 21:00~21:10,2
2009-01-23 21:11~21:20,1
2009-01-23 21:21~21:30,3
2009-01-23 21:41~21:50,4
2009-01-23 21:51~21:59,2
2009-01-23 22:00~22:10,1
2009-01-23 22:11~22:20,2
2009-01-23 22:21~22:30,4
2009-01-23 22:31~22:40,1
2009-01-23 22:51~22:59,4
2009-01-23 23:00~23:10,1
2009-01-23 23:11~23:20,5
2009-01-23 23:21~23:30,1
2009-01-23 23:31~23:40,1
2009-01-23 23:51~23:59,2
2009-01-24 00:00~00:10,1
2009-01-24 00:11~00:20,1
2009-01-24 00:21~00:30,1
2009-01-24 00:31~00:40,2
2009-01-24 00:41~00:50,1
2009-01-24 00:51~00:59,1
2009-01-24 01:21~01:30,1
2009-01-24 01:31~01:40,1
2009-01-24 01:51~01:59,1
2009-01-24 02:41~02:50,2
2009-01-24 03:00~03:10,2
2009-01-24 03:11~03:20,1
2009-01-24 03:21~03:30,2
2009-01-24 03:31~03:40,1
2009-01-24 03:51~03:59,1
2009-01-24 05:00~05:10,1
2009-01-24 07:11~07:20,2
2009-01-24 08:21~08:30,2
2009-01-24 08:41~08:50,2
2009-01-24 08:51~08:59,3
2009-01-24 09:11~09:20,2
2009-01-24 09:21~09:30,4
2009-01-24 09:31~09:40,4
2009-01-24 09:41~09:50,8
2009-01-24 09:51~09:59,7
2009-01-24 10:00~10:10,12
2009-01-24 10:11~10:20,8
2009-01-24 10:21~10:30,10
2009-01-24 10:31~10:40,6
2009-01-24 10:41~10:50,14
2009-01-24 10:51~10:59,13
2009-01-24 11:00~11:10,15
2009-01-24 11:11~11:20,12
2009-01-24 11:21~11:30,9
2009-01-24 11:31~11:40,12
2009-01-24 11:41~11:50,7
2009-01-24 11:51~11:59,5
2009-01-24 12:00~12:10,8
2009-01-24 12:11~12:20,9
2009-01-24 12:21~12:30,11
2009-01-24 12:31~12:40,13
2009-01-24 12:41~12:50,10
2009-01-24 12:51~12:59,7
2009-01-24 13:00~13:10,3
2009-01-24 13:11~13:20,8
2009-01-24 13:21~13:30,8
2009-01-24 13:31~13:40,10
2009-01-24 13:41~13:50,4
2009-01-24 13:51~13:59,9
2009-01-24 14:00~14:10,6
2009-01-24 14:11~14:20,7
2009-01-24 14:21~14:30,13
2009-01-24 14:31~14:40,11
2009-01-24 14:41~14:50,8
2009-01-24 14:51~14:59,6
2009-01-24 15:00~15:10,7
2009-01-24 15:11~15:20,4
2009-01-24 15:21~15:30,9
2009-01-24 15:31~15:40,6
2009-01-24 15:41~15:50,13
2009-01-24 15:51~15:59,8
2009-01-24 16:00~16:10,9
2009-01-24 16:11~16:20,4
2009-01-24 16:21~16:30,5
2009-01-24 16:31~16:40,8
2009-01-24 16:41~16:50,1
2009-01-24 16:51~16:59,2
2009-01-24 17:00~17:10,3
2009-01-24 17:11~17:20,4
2009-01-24 17:21~17:30,1
2009-01-24 17:31~17:40,6
2009-01-24 17:41~17:50,1
2009-01-24 17:51~17:59,2
2009-01-24 18:00~18:10,1
2009-01-24 18:11~18:20,1
2009-01-24 18:21~18:30,2
2009-01-24 18:31~18:40,6
2009-01-24 18:41~18:50,5
2009-01-24 18:51~18:59,6
2009-01-24 19:00~19:10,4
2009-01-24 19:11~19:20,3
2009-01-24 19:21~19:30,5
2009-01-24 19:31~19:40,2
2009-01-24 19:41~19:50,2
2009-01-24 19:51~19:59,5
2009-01-24 20:00~20:10,3
2009-01-24 20:11~20:20,4
2009-01-24 20:21~20:30,3
2009-01-24 20:31~20:40,3
2009-01-24 20:41~20:50,4
2009-01-24 20:51~20:59,1
2009-01-24 21:00~21:10,5
2009-01-24 21:11~21:20,5
2009-01-24 21:21~21:30,2
2009-01-24 21:31~21:40,2
2009-01-24 21:41~21:50,1
2009-01-24 21:51~21:59,3
2009-01-24 22:11~22:20,2
2009-01-24 22:21~22:30,1
2009-01-24 22:31~22:40,3
2009-01-24 22:41~22:50,2
2009-01-24 22:51~22:59,1
2009-01-24 23:21~23:30,4
2009-01-24 23:31~23:40,3
2009-01-24 23:41~23:50,1
2009-01-24 23:51~23:59,1
2009-01-25 00:00~00:10,2
2009-01-25 00:31~00:40,2
2009-01-25 01:00~01:10,2
2009-01-25 01:11~01:20,2
2009-01-25 01:21~01:30,1
2009-01-25 02:00~02:10,2
2009-01-25 02:21~02:30,1
2009-01-25 02:31~02:40,1
2009-01-25 02:51~02:59,1
2009-01-25 03:11~03:20,1
2009-01-25 03:21~03:30,1
2009-01-25 03:31~03:40,1
2009-01-25 04:21~04:30,1
2009-01-25 06:21~06:30,1
2009-01-25 07:00~07:10,1
2009-01-25 07:41~07:50,1
2009-01-25 07:51~07:59,1
2009-01-25 08:21~08:30,1
2009-01-25 08:31~08:40,1
2009-01-25 09:21~09:30,4
2009-01-25 09:31~09:40,1
2009-01-25 09:41~09:50,4
2009-01-25 09:51~09:59,4
2009-01-25 10:00~10:10,8
2009-01-25 10:11~10:20,10
2009-01-25 10:21~10:30,5
2009-01-25 10:31~10:40,10
2009-01-25 10:41~10:50,8
2009-01-25 10:51~10:59,12
2009-01-25 11:00~11:10,14
2009-01-25 11:11~11:20,13
2009-01-25 11:21~11:30,14
2009-01-25 11:31~11:40,14
2009-01-25 11:41~11:50,15
2009-01-25 11:51~11:59,9
2009-01-25 12:00~12:10,10
2009-01-25 12:11~12:20,7
2009-01-25 12:21~12:30,8
2009-01-25 12:31~12:40,9
2009-01-25 12:41~12:50,13
2009-01-25 12:51~12:59,15
2009-01-25 13:00~13:10,8
2009-01-25 13:11~13:20,10
2009-01-25 13:21~13:30,8
2009-01-25 13:31~13:40,6
2009-01-25 13:41~13:50,9
2009-01-25 13:51~13:59,7
2009-01-25 14:00~14:10,8
2009-01-25 14:11~14:20,12
2009-01-25 14:21~14:30,6
2009-01-25 14:31~14:40,8
2009-01-25 14:41~14:50,13
2009-01-25 14:51~14:59,3
2009-01-25 15:00~15:10,8
2009-01-25 15:11~15:20,12
2009-01-25 15:21~15:30,1
2009-01-25 15:31~15:40,5
2009-01-25 15:41~15:50,4
2009-01-25 15:51~15:59,4
2009-01-25 16:00~16:10,1
2009-01-25 16:11~16:20,2
2009-01-25 16:21~16:30,7
2009-01-25 16:31~16:40,2
2009-01-25 16:41~16:50,1
2009-01-25 16:51~16:59,4
2009-01-25 17:00~17:10,4
2009-01-25 17:21~17:30,2
2009-01-25 17:31~17:40,2
2009-01-25 17:41~17:50,2
2009-01-25 17:51~17:59,2
2009-01-25 18:00~18:10,1
2009-01-25 18:11~18:20,2
2009-01-25 18:21~18:30,2
2009-01-25 18:31~18:40,1
2009-01-25 18:41~18:50,2
2009-01-25 18:51~18:59,4
2009-01-25 19:00~19:10,2
2009-01-25 19:11~19:20,3
2009-01-25 19:21~19:30,3
2009-01-25 19:31~19:40,1
2009-01-25 19:41~19:50,5
2009-01-25 19:51~19:59,1
2009-01-25 20:00~20:10,1
2009-01-25 20:11~20:20,1
2009-01-25 20:21~20:30,3
2009-01-25 20:51~20:59,2
2009-01-25 21:00~21:10,6
2009-01-25 21:11~21:20,2
2009-01-25 21:21~21:30,2
2009-01-25 21:41~21:50,2
2009-01-25 21:51~21:59,1
2009-01-25 22:00~22:10,2
2009-01-25 22:11~22:20,2
2009-01-25 22:21~22:30,1
2009-01-25 23:00~23:10,2
2009-01-25 23:11~23:20,2
2009-01-25 23:31~23:40,1
2009-01-25 23:41~23:50,1
2009-01-26 00:00~00:10,1
2009-01-26 00:21~00:30,2
2009-01-26 00:41~00:50,1
2009-01-26 00:51~00:59,1
2009-01-26 01:11~01:20,1
2009-01-26 01:41~01:50,1
2009-01-26 03:00~03:10,1
2009-01-26 04:21~04:30,1
2009-01-26 05:41~05:50,1
2009-01-26 06:11~06:20,1
2009-01-26 06:51~06:59,1
2009-01-26 08:00~08:10,2
2009-01-26 08:21~08:30,1
2009-01-26 08:31~08:40,2
2009-01-26 08:41~08:50,1
2009-01-26 09:00~09:10,3
2009-01-26 09:11~09:20,3
2009-01-26 09:21~09:30,5
2009-01-26 09:31~09:40,4
2009-01-26 09:41~09:50,2
2009-01-26 09:51~09:59,5
2009-01-26 10:00~10:10,5
2009-01-26 10:11~10:20,5
2009-01-26 10:21~10:30,7
2009-01-26 10:31~10:40,5
2009-01-26 10:41~10:50,4
2009-01-26 10:51~10:59,6
2009-01-26 11:00~11:10,6
2009-01-26 11:11~11:20,5
2009-01-26 11:21~11:30,5
2009-01-26 11:31~11:40,5
2009-01-26 11:41~11:50,3
2009-01-26 11:51~11:59,2
2009-01-26 12:00~12:10,4
2009-01-26 12:11~12:20,3
2009-01-26 12:21~12:30,5
2009-01-26 12:31~12:40,3
2009-01-26 12:41~12:50,1
2009-01-26 12:51~12:59,5
2009-01-26 13:00~13:10,7
2009-01-26 13:11~13:20,2
2009-01-26 13:21~13:30,4
2009-01-26 13:31~13:40,4
2009-01-26 13:41~13:50,3
2009-01-26 13:51~13:59,4
2009-01-26 14:00~14:10,4
2009-01-26 14:11~14:20,1
2009-01-26 14:21~14:30,11
2009-01-26 14:31~14:40,3
2009-01-26 14:41~14:50,3
2009-01-26 14:51~14:59,9
2009-01-26 15:00~15:10,4
